"68349";"VILLAGE-NEUF"
"68350";"VOEGTLINSHOFFEN"
"68351";"VOGELGRUN"
"68352";"VOLGELSHEIM"
"68353";"WAHLBACH"
"68354";"WALBACH"
"68355";"WALDIGHOFEN"
"68356";"WALHEIM"
"68357";"WALTENHEIM"
"68358";"WASSERBOURG"
"68359";"WATTWILLER"
"68360";"WECKOLSHEIM"
"68361";"WEGSCHEID"
"68362";"WENTZWILLER"
"68363";"WERENTZHOUSE"
"68364";"WESTHALTEN"
"68365";"WETTOLSHEIM"
"68366";"WICKERSCHWIHR"
"68367";"WIDENSOLEN"
"68368";"WIHR-AU-VAL"
"68370";"WILDENSTEIN"
"68371";"WILLER"
"68372";"WILLER-SUR-THUR"
"68373";"WINKEL"
"68374";"WINTZENHEIM"
"68375";"WITTELSHEIM"
"68376";"WITTENHEIM"
"68377";"WITTERSDORF"
"68378";"WOLFERSDORF"
"68379";"WOLFGANTZEN"
"68380";"WOLSCHWILLER"
"68381";"WUENHEIM"
"68382";"ZAESSINGUE"
"68383";"ZELLENBERG"
"68384";"ZILLISHEIM"
"68385";"ZIMMERBACH"
"68386";"ZIMMERSHEIM"
